thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009158291621133685,0.061747791594825685,1.0079793334007263,418383,001,2024-10-22_13h41.36.039,untitled,2024.2.1,None,2024-10-22 13h41.45.990766 -0500,
