thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial1_.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.034768416662700474,,0.011403083452023566,0.034768416662700474,0.034768416662700474,1.0261005833745003,,,,,,,,
