thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial1_.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.019534500082954764,,0.011901458259671926,0.019534500082954764,0.019534500082954764,1.008025208255276,,,,,,,,
