thisRow.t,notes,trial.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010018291766755283,0.0196018333081156,0.0196018333081156,1.0083509583491832,,,,,,,,
