thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial1_.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.02108341665007174,,0.012328541604802012,0.02108341665007174,0.02108341665007174,1.0202914166729897,,,,,,,,
