thisRow.t,notes,trial.started,text.started,slider.started,text.stopped,trial.stopped,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010003708302974701,0.08607700001448393,0.08607700001448393,1.0761185416486114,4.504451583256014,3.273348519362187,4.491170500055887,213485,001,2024-10-22_14h01.57.266,untitled,2024.2.1,None,2024-10-22 14h02.06.012990 -0500,
