thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial1_.started,text.started,slider.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.017379291588440537,,0.009458666667342186,0.017379291588440537,0.017379291588440537,1.0126875416608527,,,,,,,,
